Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status
a6de5c93,Tesla Model 3,NMC,75.0,70.0,701.0,13.9,0.19,2.28,Moderate,0.032,90.67, Healthy 
5a8c3375,Wuling Air EV,LFP,26.0,39.0,255.0,20.6,0.81,2.15, Conservative ,0.036,96.13,Healthy
fc0d7320, Wuling Air EV ,LFP,26.0,53.0,439.0,28.0,0.6,0.85,Conservative,0.023,81.96,Healthy
,Hyundai Ioniq 5,NMC,72.6,48.0,354.0,33.4,0.16,1.6,Moderate,0.017,88.51,
,Tesla Model 3,NMC,75.0,79.0,723.0,,0.77,2.45,Aggressive,0.011,93.51,Healthy
a429a9ac,BYD Atto 3,LFP,60.0,90.0,1315.0,22.5,0.78,1.0,Aggressive,0.027,91.01,Healthy
49f117c5,BYD Atto 3,LFP,60.0,64.0,1167.0,44.1,0.849,2.73,Moderate,0.06,56.11,Unhealthy
147e5f04,Ford Mustang Mach-E,NMC,88.0,27.0,135.0,33.5,0.35,,Conservative,0.03,81.81,HEALTHY
31c3e2c9,Wuling Air EV,LFP,26.0,,1364.0,47.2,0.75,2.76,Aggressive,0.084,37.06,Unhealthy
da232f9e,BYD Atto 3,LFP,60.0,87.0,1764.0,49.18,,3.06,Moderate,0.064,,Unhealthy
ad6b53ba,Ford Mustang Mach-E,NMC,88.0,17.0,,22.6,,2.25,Aggressive,0.041,87.14,Healthy
773578a3,Ford Mustang Mach-E,NMC,88.0,59.0,523.0,16.0,0.41,2.43, Moderate ,0.041,89.13,Healthy
b1b10f6c,Ford Mustang Mach-E,NMC,88.0,78.0,723.0,19.1,0.05,1.16,Moderate,0.025,97.93,Healthy
16f08809,BYD Atto 3,LFP,60.0,,1353.0,48.78,0.956,2.26,Aggressive,0.105,,Unhealthy
dc21ad1f,Hyundai Ioniq 5,,72.6,115.0,1370.0,41.52,0.904,2.75,Aggressive,0.069,36.25,Unhealthy
542c0903,Tesla Model 3,NMC,75.0,32.0,431.0,,0.9,2.36,Moderate,0.025,83.21,Healthy
0a580603,Wuling Air EV,LFP,26.0,24.0,139.0,44.6,0.23,1.82,,0.016,97.68,Healthy
9857ddd2,Tesla Model 3,NMC,75.0,91.0,,41.11,0.862,2.54,Aggressive,0.116,69.13,Unhealthy
acebc2ea,Wuling Air EV,LFP,26.0,64.0,524.0,28.3,0.27,0.74,Aggressive,0.019,86.77,Healthy
d6cb4cff,BYD Atto 3,LFP,60.0,89.0,1123.0,43.41,0.848,2.76,Aggressive,0.064,40.58,Unhealthy
c56e58c8,,,,38.0,550.0,18.8,0.16,,Moderate,0.042,83.61,Healthy
ca1303d7,BYD Atto 3,LFP,60.0,119.0,1007.0,46.47,0.866,3.25,Aggressive,0.108,40.29,Unhealthy
,,NMC,88.0,92.0,1193.0,36.66,0.703,2.79,Aggressive,0.083,48.76,Unhealthy
d371e4d8,Ford Mustang Mach-E,NMC,88.0,96.0,848.0,21.7,,1.37,Conservative,0.015,87.45,Healthy
873e0975,Ford Mustang Mach-E,NMC,88.0,9.0,,40.3,0.97,1.96,Aggressive,0.044,91.05,Healthy
498dfc96,Ford Mustang Mach-E,NMC,88.0,91.0,1120.0,38.18,0.904,3.48,Aggressive,0.107,41.5,Unhealthy
c684807d,Tesla Model 3,,75.0,35.0,328.0,21.3,0.57,1.92,Aggressive,0.028,83.84,Healthy
ac7e9939,Wuling Air EV,LFP,26.0,52.0,245.0,11.0,0.14,1.68,Conservative,0.026,85.25,Healthy
12459ddf,Ford Mustang Mach-E,NMC,,76.0,342.0,16.4,0.25,2.05,Moderate,0.016,95.38,Healthy
f8b35a11,Hyundai Ioniq 5,NMC,72.6,46.0,432.0,5.2,0.28,2.22,Moderate,0.033,97.98,Healthy
28cc4843,,NMC,75.0,79.0,1089.0,48.86,0.829,2.97,Aggressive,0.099,66.24,Unhealthy
5c52a9c7,BYD Atto 3,LFP,60.0,1.0,13.0,44.4,0.28,2.41,Moderate,0.026,85.73,Healthy
cc935021,BYD Atto 3,,60.0,98.0,1177.0,42.7,0.764,2.37,Moderate,0.097,68.94,Unhealthy
e4b47a4e,Ford Mustang Mach-E,NMC,88.0,64.0,514.0,24.8,0.31,,Conservative,0.023,82.68,Healthy
6a4362dc,Hyundai Ioniq 5,NMC,72.6,105.0,1677.0,39.81,0.877,2.32,Aggressive,0.114,46.62,Unhealthy
b39a0075,Tesla Model 3,NMC,75.0,113.0,1850.0,49.37,0.745,3.41,Aggressive,0.067,63.66,Unhealthy
,Ford Mustang Mach-E,NMC,88.0,67.0,349.0,10.1,0.1,1.0,Moderate,0.019,94.28,Healthy
1dd6e1e7,BYD Atto 3,LFP,60.0,47.0,434.0,23.7,0.4,1.73,,0.012,90.81,Healthy
,Tesla Model 3,NMC,75.0,78.0,1051.0,3.0,0.12,2.17,,0.028,81.81,Healthy
7458b50d,,LFP,60.0,69.0,653.0,22.2,0.35,0.9,Moderate,0.021,97.04,Healthy
21e715e7,Ford Mustang Mach-E,NMC,88.0,34.0,411.0,19.7,0.48,2.32,Moderate,0.035,81.4,Healthy
,Wuling Air EV,LFP,26.0,,1386.0,36.67,0.749,2.44, Aggressive ,0.099,35.64,Unhealthy
9240ba01,BYD Atto 3,,60.0,46.0,548.0,27.0,0.53,0.62,Moderate,0.035,,Healthy
75d040f5,Ford Mustang Mach-E,NMC,88.0,34.0,486.0,18.1,0.03,1.27,Conservative,0.022,87.63,Healthy
C480E808,Tesla Model 3,NMC,75.0,8.0,92.0,32.4,,2.46,Aggressive,0.033,90.02,Healthy
7deb7182,Ford Mustang Mach-E,NMC,88.0,92.0,1327.0,36.25,0.844,2.54,Aggressive,0.095,41.7,Unhealthy
319395b9,Ford Mustang Mach-E,NMC,88.0,29.0,370.0,,0.86,1.74,Aggressive,0.019,83.84, Healthy 
07a67f6b,Ford Mustang Mach-E,NMC,88.0,118.0,1340.0,44.49,0.754,2.65,Aggressive,0.1,48.38,Unhealthy
c9e7967d,Ford Mustang Mach-E,NMC,88.0,34.0,427.0,32.9,0.15,2.31,Aggressive,0.035,92.39,HEALTHY
68458678,Wuling Air EV,LFP,26.0,63.0,1517.0,38.74,0.812,3.36,Moderate,0.062,69.31,Unhealthy
8407e191,Wuling Air EV,LFP,26.0,101.0,,35.53,0.744,,Aggressive,0.109,35.09,Unhealthy
a2ada210,Wuling Air EV,LFP,26.0,49.0,615.0,24.3,,1.31,Conservative,0.011,,Healthy
a67c54ef,Ford Mustang Mach-E,NMC,88.0,,,24.3,0.03,1.64,Conservative,0.015,88.25,Healthy
6c0466cc,BYD Atto 3,LFP,60.0,43.0,325.0,30.6,0.32,,Aggressive,0.019,89.41,Healthy
5aa76503,Ford Mustang Mach-E,NMC,88.0,37.0,391.0,24.1,0.38,1.76,Moderate,0.037,84.32,Healthy
d6b42316,Hyundai Ioniq 5,NMC,72.6,52.0,,25.3,0.8,0.93,Moderate,0.012,,Healthy
790d6994,Tesla Model 3,NMC,75.0,,203.0,,0.24,2.18,Moderate,0.017,,Healthy
dce02931,Tesla Model 3,NMC,75.0,,1550.0,40.19,0.752,2.24,Moderate,0.055,67.1,Unhealthy
0a231b36,Tesla Model 3,,75.0,65.0,454.0,,0.32,1.85,Conservative,0.023,94.15,Healthy
66950643,Wuling Air EV,LFP,26.0,61.0,328.0,41.5,0.77,1.78,Moderate,0.01,89.77,Healthy
be429fe6,Hyundai Ioniq 5,NMC,,53.0,,,,1.94,Moderate,0.037,97.22,Healthy
fd85bf07,,LFP,60.0,105.0,1041.0,39.61,,2.49,Aggressive,0.097,63.22,Unhealthy
a326495b,Hyundai Ioniq 5,NMC,72.6,2.0,10.0,14.9,,0.58,Moderate,0.03,82.77,Healthy
edd83893,BYD Atto 3,LFP,,74.0,442.0,35.4,0.94,0.52,Conservative,0.042,88.61,Healthy
1e8cad5f,Ford Mustang Mach-E,NMC,88.0,67.0,,27.0,,2.49,Conservative,,89.68,Healthy
3981be6a,Hyundai Ioniq 5,,72.6,68.0,770.0,31.4,0.67,1.96,Moderate,0.019,88.85,
084258cd,Wuling Air EV,LFP,26.0,14.0,83.0,23.5,0.91,1.59,Moderate,0.036,,Healthy
3c29f9b3,,NMC,88.0,73.0,,27.9,0.89,1.07, Moderate ,0.034,92.07,Healthy
694e2359,Ford Mustang Mach-E,,88.0,48.0,202.0,17.8,,0.63,Aggressive,,82.28,Healthy
49e663e4,Tesla Model 3,NMC,75.0,110.0,893.0,35.26,0.97,3.2,,0.057,58.73,Unhealthy
a18f5bc4,Hyundai Ioniq 5,NMC,72.6,72.0,986.0,49.53,0.805,,Aggressive,0.07,44.29,Unhealthy
,Wuling Air EV,LFP,,78.0,1123.0,17.7,0.17,0.73,Aggressive,0.031,86.24,Healthy
25ecabe7,Ford Mustang Mach-E,NMC,88.0,113.0,1775.0,,0.719,3.43,Aggressive,0.096,41.25,Unhealthy
,Ford Mustang Mach-E,NMC,88.0,64.0,1362.0,43.2,0.702,2.24,Aggressive,0.091,65.29,Unhealthy
 0b7bf43d ,BYD Atto 3,LFP,60.0,76.0,995.0,31.9,0.43,2.4,Moderate,0.038,,Healthy
fdf9d585,Wuling Air EV,LFP,26.0,23.0,126.0,16.0,0.72,1.3,,0.011,90.18,Healthy
b8fa18a2,hyundai ioniq 5,NMC,72.6,2.0,21.0,16.7,0.28,2.26,,0.035,85.25,Healthy
f19a010b,Tesla Model 3,NMC,75.0,63.0,674.0,,0.1,0.68,Conservative,0.019,82.11,
4a0353af,BYD Atto 3,,60.0,76.0,595.0,20.3,0.61,2.25,Moderate,0.043,91.77,Healthy
ab1dd5d1,BYD Atto 3,LFP,60.0,68.0,1792.0,36.64,0.943,2.46,aggressive,0.06,41.82,Unhealthy
350d34da,Ford Mustang Mach-E,NMC,88.0,104.0,,38.12,0.912,2.88,Moderate,0.073,51.96,Unhealthy
760ab7b1,Tesla Model 3,NMC,75.0,65.0,793.0,25.4,0.54,0.54,Conservative,0.029,95.32,Healthy
d5977182,Tesla Model 3,NMC,75.0,105.0,974.0,48.19,0.993,3.05,Aggressive,0.094,,Unhealthy
c772e5af,Ford Mustang Mach-E,NMC,88.0,32.0,386.0,8.7,0.98,0.91,Moderate,0.011,96.77,Healthy
cf12febb,Wuling Air EV,LFP,26.0,71.0,918.0,43.12,0.995,2.28,Aggressive,0.107,49.36,Unhealthy
de8cf613,Wuling Air EV,LFP,26.0,89.0,1157.0,40.39,0.913,2.74,Aggressive,0.075,65.91,Unhealthy
ba5b5536,Wuling Air EV,LFP,26.0,68.0,745.0,30.1,0.28,1.35,Moderate,0.024,97.51,Healthy
a96df95b, Wuling Air EV ,LFP,,88.0,898.0,25.4,0.67,1.2,Conservative,0.044,94.06,Healthy
557Eef6D,BYD ATTO 3,LFP,60.0,12.0,163.0,27.1,0.69,,Moderate,0.036,,Healthy
6113c63f,Ford Mustang Mach-E,NMC,88.0,114.0,1446.0,40.04,0.775,2.03,Moderate,0.076,63.31,Unhealthy
aecea4bb,Wuling Air EV,LFP,26.0,89.0,1023.0,39.54,,2.39,Aggressive,,,Unhealthy
c947827a,Tesla Model 3,NMC,75.0,,1704.0,46.14,0.796,2.88,Aggressive,0.073,36.13,Unhealthy
dad156ce,Hyundai Ioniq 5,NMC,72.6,76.0,779.0,4.0,0.3,1.63,Moderate,0.021,95.36,Healthy
78254b42,Wuling Air EV,LFP,26.0,69.0,1765.0,42.39,0.952,,Aggressive,,44.83,Unhealthy
,BYD Atto 3, LFP ,60.0,72.0,312.0,23.6,0.52,1.86,Aggressive,0.03,,Healthy
f7cb5694,Hyundai Ioniq 5,NMC,72.6,70.0,,44.1,0.45,1.03,Moderate,0.031,93.14,Healthy
bfd47d35,Wuling Air EV,LFP,26.0,113.0,1082.0,45.13,0.87,2.98, Moderate ,0.1,55.86,Unhealthy
7944a23b,Tesla Model 3,NMC,75.0,74.0,570.0,38.0,0.57,1.29,,0.011,89.56,Healthy
96ad7e7d,Ford Mustang Mach-E,NMC,88.0,108.0,1950.0,39.76,0.972,2.71,Aggressive,0.099,46.25,Unhealthy
8dc6cffd,Hyundai Ioniq 5,Nmc,72.6,78.0,814.0,39.28,0.808,2.43,Moderate,0.099,59.89,
,Tesla Model 3,NMC,75.0,8.0,50.0,28.6,0.85,1.3,Conservative,0.016,94.91,Healthy
5f63ce94,BYD Atto 3,LFP,60.0,79.0,850.0,42.85,0.815,3.04,Moderate,0.096,50.84,Unhealthy
,BYD Atto 3,LFP,60.0,34.0,,22.0,0.6,2.02,Aggressive,0.029,87.66,Healthy
2b7f7da8,BYD Atto 3,LFP,60.0,5.0,38.0,19.9,0.68,1.2,Moderate,0.024,81.11,Healthy
B2E0652B,Hyundai Ioniq 5,NMC,72.6,96.0,539.0,27.0,0.66,1.81,CONSERVATIVE,0.017,90.02,Healthy
351FAE72,BYD Atto 3,LFP,,84.0,460.0,30.3,0.96,2.13,Moderate,0.037,83.08,Healthy
ee401208,Hyundai Ioniq 5,,72.6,79.0,1811.0,37.71,0.818,2.13,Aggressive,0.12,58.49,Unhealthy
,BYD Atto 3,LFP,60.0,94.0,518.0,35.7,0.18,2.12,,0.027,97.38,Healthy
347711d8,Tesla Model 3,NMC,75.0,62.0,333.0,16.2,0.05,1.54,Aggressive,0.021,89.49,Healthy
12d32676,Hyundai Ioniq 5,NMC,72.6,55.0,449.0,29.2,0.98,1.69,,0.016,89.96,Healthy
3ba72547,,NMC,75.0,69.0,928.0,47.06,0.868,2.13,Aggressive,0.116,66.68,Unhealthy
8965533c,,NMC,72.6,89.0,1140.0,39.88,0.912,2.36,Aggressive,,41.51,Unhealthy
665e5f96,BYD Atto 3,LFP,60.0,45.0,674.0,33.0,0.82,0.61,Moderate,0.031,96.33,Healthy
a141d483,Wuling Air EV,LFP,26.0,101.0,1775.0,48.52,0.851,2.73,Aggressive,0.052,43.78,Unhealthy
c4bbc1ab,Ford Mustang Mach-E,,88.0,62.0,731.0,25.3,0.07,0.6,Moderate,0.033,91.24,Healthy
f76875f4,Wuling Air EV,LFP,26.0,104.0,1194.0,35.99,0.796,3.28,Moderate,0.06,61.73,Unhealthy
64d5fe60,Hyundai Ioniq 5,NMC,72.6,21.0,199.0,39.4,0.35,1.82,Conservative,0.033,85.45,Healthy
,BYD Atto 3,LFP,60.0,8.0,77.0,22.0,0.37,2.24,Moderate,,85.33,Healthy
286ce5df,Hyundai Ioniq 5,NMC,72.6,79.0,431.0,28.5,0.41,1.99,Aggressive,0.031,89.03,Healthy
d012eba9,Hyundai Ioniq 5,NMC,72.6,80.0,852.0,27.6,0.98,2.07,,0.042,95.6,Healthy
c8486ed9,Tesla Model 3,NMC,75.0,63.0,581.0,21.9,0.05,0.6,Aggressive,0.022,94.31,Healthy
41cf8ae7,Tesla Model 3,NMC,75.0,54.0,595.0,,0.61,2.49,Moderate,0.017,97.33,Healthy
ecd9a3a4,,LFP,60.0,81.0,905.0,16.6,0.77,1.8,Aggressive,0.037,81.29,
6a5ee185,Ford Mustang Mach-E,NMC,88.0,92.0,1967.0,,0.941,2.48,Aggressive,0.103,67.23,Unhealthy
739b63c2,Tesla Model 3,NMC,75.0,,1235.0,42.72,0.952,3.18,Aggressive,0.08,48.12,Unhealthy
,BYD Atto 3,LFP,60.0,14.0,138.0,29.1,0.01,0.9,Aggressive,0.016,84.83,Healthy
83b8f6af,Tesla Model 3,NMC,,89.0,896.0,40.13,,2.07,Aggressive,0.081,69.6,Unhealthy
8fe757c0,Ford Mustang Mach-E,NMC,88.0,,677.0,32.2,0.45,0.74, Moderate ,0.019,81.44,Healthy
97083899,Wuling Air EV,LFP,26.0,23.0,334.0,21.2,0.44,1.72,Conservative,0.014,93.52,Healthy
a63e335f,Tesla Model 3,NMC,75.0,90.0,987.0,26.0,0.14,0.5,Conservative,0.019,,Healthy
a5fc48a0,BYD Atto 3,LFP,60.0,70.0,365.0,20.7,0.98,2.23,Moderate,0.024,81.8,Healthy
16624980,Hyundai Ioniq 5,NMC,72.6,94.0,820.0,,0.1,0.73,Conservative,0.012,90.11,Healthy
bd30c3a7,Ford Mustang Mach-E,NMC,88.0,6.0,78.0,38.4,0.67,2.31,Conservative,0.041,87.41,Healthy
d4f9bbdc,,NMC,75.0,79.0,827.0,33.7,0.61,2.43,Moderate,0.028,92.87,Healthy
ee0f72b4,BYD Atto 3,LFP,60.0,74.0,931.0,21.8,0.63,0.86,Moderate,0.031,88.77,Healthy
3fde9a6c,Hyundai Ioniq 5,NMC,72.6,58.0,487.0,30.4,0.63,1.59,Moderate,0.023,87.66,Healthy
516b86e6,BYD Atto 3,LFP,60.0,71.0,826.0,30.0,0.86,1.5,moderate,0.033,87.66,Healthy
fc3fd49e,BYD Atto 3,LFP,60.0,95.0,951.0,10.8,0.65,1.98,Moderate,0.025,95.69,Healthy
876dbff7,Ford Mustang Mach-E,NMC,88.0,79.0,1744.0,44.81,0.808,2.2,Aggressive,0.091,36.66,Unhealthy
ad63926b,Ford Mustang Mach-E,NMC,88.0,103.0,1961.0,35.24,0.994,2.01,Aggressive,0.074,37.15,Unhealthy
459ad0c2,Wuling Air EV,LFP,26.0,72.0,402.0,24.7,0.79,0.51,Moderate,,87.11,Healthy
4459a062,Wuling Air EV,LFP,26.0,30.0,160.0,20.9,0.3,2.09,Moderate,0.039,86.0,
5d707041,Hyundai Ioniq 5,NMC,72.6,68.0,899.0,17.4,,2.25,Moderate,0.034,86.09,Healthy
f3957d22,Ford Mustang Mach-E,NMC,88.0,,487.0,33.0,0.51,1.39,Moderate,0.027,83.54,Healthy
1039eed9,BYD Atto 3,LFP,60.0,3.0,17.0,34.5,,1.91,Aggressive,0.037,95.49,Healthy
e8764863,Ford Mustang Mach-E,NMC,88.0,13.0,57.0,31.6,0.31,1.36,Conservative,0.027,82.64,
4fd10cfd,Hyundai Ioniq 5, NMC ,72.6,74.0,835.0,33.3,,1.02,Conservative,0.014,96.35,Healthy
,Hyundai Ioniq 5,NMC,72.6,84.0,701.0,27.2,0.46,1.55,Moderate,,85.1,Healthy
6d8dea43,Wuling Air EV,LFP,26.0,96.0,708.0,46.9,0.87,1.01,Moderate,0.043,96.19,Healthy
3f7dd4ae,Tesla Model 3,NMC,75.0,95.0,1139.0,36.67,0.994,2.24,Aggressive,0.098,57.95,Unhealthy
,Hyundai Ioniq 5,NMC,72.6,111.0,1749.0,44.32,0.984,2.73,Aggressive,0.086,58.82,Unhealthy
1ffbeffb,Wuling Air EV,LFP,26.0,92.0,718.0,29.8,0.81,2.49,Conservative,0.017,94.23,Healthy
,Ford Mustang Mach-E,NMC,88.0,4.0,22.0,,0.37,,Conservative,0.039,90.48,Healthy
920ee829,Ford Mustang Mach-E,NMC,88.0,92.0,850.0,33.5,0.44,0.91,Conservative,0.019,92.05,Healthy
bd664485,Tesla Model 3,NMC,75.0,,1495.0,40.89,0.721,3.24,Aggressive,0.108,,Unhealthy
8e155efc,BYD Atto 3,LFP,60.0,103.0,899.0,36.33,0.946,2.5,Aggressive,0.059,56.61,
c231300d,Tesla Model 3,NMC,75.0,95.0,1359.0,49.06,,2.97,Aggressive,0.104,45.89,Unhealthy
 85cefeef ,Wuling Air EV,LFP,26.0,73.0,642.0,27.4,0.67,1.61,Moderate,0.025,85.87,Healthy
8B3DCE1F,Ford Mustang Mach-E,NMC,88.0,,605.0,34.3,0.73,1.19,Moderate,0.033,90.34,Healthy
d8a656f3,Ford Mustang Mach-E,NMC,88.0,5.0,43.0,29.6,0.68,1.4,Aggressive,0.016,,Healthy
070d5d66,Hyundai Ioniq 5,NMC,72.6,53.0,402.0,26.5,0.98,1.19,Conservative,0.036,87.24,Healthy
f05ac960,Tesla Model 3,,75.0,89.0,779.0,15.4,0.43,,Moderate,0.034,93.76,Healthy
f2585f07,Wuling Air EV,,26.0,93.0,1376.0,17.9,0.41,0.7,Aggressive,0.029,84.39,Healthy
e655a7c8,Wuling Air EV,,26.0,95.0,673.0,15.5,0.45,1.1,Aggressive,0.03,95.1,
55c5b2da,Hyundai Ioniq 5,NMC,72.6,108.0,1545.0,42.32,0.849,3.41,Aggressive,0.11,39.53,Unhealthy
1cf8e21a,Ford Mustang Mach-E,NMC,88.0,93.0,1086.0,20.1,0.86,0.74,Moderate,0.014,86.77,Healthy
633c5609,Ford Mustang Mach-E,NMC,88.0,37.0,,12.1,0.66,0.72,Conservative,0.025,89.58,Healthy
10b40eac,Wuling Air EV,LFP,26.0,119.0,1007.0,47.84,0.788,2.09,Aggressive,0.065,35.65,Unhealthy
,Wuling Air EV,LFP,26.0,30.0,143.0,38.1,0.82,1.13,,0.013,96.96,Healthy
2e43c1e1,Wuling Air EV,LFP,26.0,48.0,,25.9,0.32,1.99,Conservative,0.021,92.26,Healthy
67ebf038,Tesla Model 3,NMC,75.0,,60.0,19.9,0.87,,Conservative,0.042,91.62,Healthy
c55a33b8,Tesla Model 3,NMC,,29.0,228.0,41.1,,1.59,,0.03,92.81,Healthy
5e958365,Wuling Air EV,LFP,26.0,,71.0,39.7,0.78,1.86,Moderate,0.036,96.53,Healthy
,BYD Atto 3,LFP,60.0,100.0,1611.0,,0.718,2.33,Aggressive,0.076,49.24,Unhealthy
b2a5ba2b,BYD Atto 3,LFP,60.0,,800.0,48.99,0.769,3.34,Moderate,0.101,60.08,Unhealthy
281a5767,Hyundai Ioniq 5,,72.6,26.0,118.0,18.6,0.24,1.15,Moderate,0.03,84.47,Healthy
20847751,Wuling Air EV,LFP,26.0,88.0,372.0,29.2,,1.2,Conservative,0.017,91.04,Healthy
 c78a9247 ,,NMC,75.0,26.0,233.0,39.2,0.4,2.01,Conservative,0.031,87.21,Healthy
31b36c80,BYD Atto 3,LFP,60.0,61.0,899.0,48.03,0.956,2.43,aggressive,0.109,35.33,Unhealthy
214bad69,Ford Mustang Mach-E,NMC,88.0,48.0,,24.3,0.26,0.75,Moderate,0.036,80.21,Healthy
4da47b30,Ford Mustang Mach-E,NMC,88.0,91.0,514.0,36.3,0.55,1.05,,0.015,82.26,Healthy
e7f88f63,Wuling Air EV,Lfp,26.0,31.0,261.0,37.6,0.97,2.06,Moderate,0.039,,Healthy
9c3e97f7,Hyundai Ioniq 5,nmc,72.6,58.0,539.0,19.0,0.51,1.2,,0.029,90.17,Healthy
48730ab7,Ford Mustang Mach-E,NMC,88.0,92.0,,49.21,0.891,2.18,Aggressive,0.052,37.69,Unhealthy
17d5f1a2,Ford Mustang Mach-E,NMC,88.0,95.0,427.0,22.8,0.22,1.39,Conservative,0.01,,Healthy
b9a6978c,Tesla Model 3,NMC,75.0,116.0,1452.0,44.04,0.721,2.38,Aggressive,,47.61,
6e067594,BYD Atto 3,,60.0,92.0,711.0,18.4,0.5,0.69,Conservative,0.028,94.24,Healthy
fe27b35a,BYD Atto 3,LFP,,63.0,1104.0,,0.704,3.05,,0.095,49.09,Unhealthy
3f951ce6,Hyundai Ioniq 5,NMC,72.6,14.0,134.0,32.8,0.65,2.08,Moderate,0.024,89.96,Healthy
2812c7a3,Tesla Model 3,NMC,75.0,115.0,935.0,,0.742,3.11,Aggressive,0.1,67.94,Unhealthy
,Tesla Model 3,NMC,75.0,43.0,562.0,29.0,0.52,1.52,Moderate,0.02,81.33,Healthy
1ee03c08,BYD Atto 3,LFP,60.0,24.0,108.0,31.9,0.96,1.78,Aggressive,0.037,85.15,Healthy
da86f3b7,,LFP,26.0,53.0,780.0,31.9,0.78,2.01,Moderate,0.041,86.6,
eb2a397c,BYD Atto 3,LFP,,92.0,698.0,27.5,,2.02,Moderate,,91.19,Healthy
1add22d4,Hyundai Ioniq 5,NMC,72.6,95.0,1212.0,48.01,0.716,2.47,Moderate,0.101,64.12,Unhealthy
76a9d66c,BYD Atto 3,LFP,,78.0,1798.0,37.29,0.866,3.34,Aggressive,0.114,42.43,Unhealthy
7ad368c4,Wuling Air EV,LFP,26.0,28.0,,,0.35,1.6,Aggressive,0.04,81.17,Healthy
cec5eca6,Hyundai Ioniq 5,NMC,72.6,54.0,308.0,35.3,0.79,2.27,Aggressive,0.042,89.54,Healthy
9994a0b5,Hyundai Ioniq 5,NMC,72.6,113.0,1069.0,43.62,0.912,3.3,Aggressive,0.071,50.9,Unhealthy
,Hyundai Ioniq 5,NMC,72.6,26.0,,,0.85,1.61,Aggressive,0.042,96.23,Healthy
cff165ef,BYD Atto 3,LFP,,80.0,1116.0,23.4,0.13,1.33,Aggressive,0.014,92.7,HEALTHY
4803cc23,Tesla Model 3,NMC,75.0,74.0,629.0,15.3,0.42,1.18,Aggressive,0.026,94.35,Healthy
bb592bef,Wuling Air EV,LFP,26.0,105.0,979.0,,0.976,,Aggressive,0.098,58.19,Unhealthy
f0e28eef,Tesla Model 3,NMC,75.0,33.0,,28.2,1.0,0.51,,0.01,92.27,Healthy
0d11e9ea,Wuling Air EV,LFP,,103.0,,48.54,0.711,3.4,Aggressive,0.11,48.24,Unhealthy
946bdef3,Wuling Air EV,LFP,,56.0,831.0,28.4,0.4,1.63,Moderate,,83.72,Healthy
6f0afbdb,BYD Atto 3,LFP,60.0,20.0,121.0,32.7,0.42,2.45,Moderate,0.042,81.99,Healthy
30f41542,Wuling Air EV,LFP,26.0,82.0,1143.0,,0.792,2.93,Aggressive,0.069,62.35,Unhealthy
bc9ff1d9,Ford Mustang Mach-E,NMC,88.0,111.0,834.0,48.03,0.825,3.04,Moderate,0.073,68.0,Unhealthy
46658475,Tesla Model 3,NMC,75.0,49.0,492.0,34.6,0.22,2.49,Moderate,0.017,94.93,Healthy
37fa4a5b,Hyundai Ioniq 5,NMC,72.6,96.0,1156.0,29.9,0.35,1.66,Conservative,0.032,92.52,Healthy
96685c49,Wuling Air EV,LFP,26.0,94.0,1752.0,46.01,0.942,3.4,Moderate,0.106,65.79,Unhealthy
c3425da5,Tesla Model 3,Nmc,75.0,32.0,372.0,9.6,0.47,,Aggressive,0.033,,Healthy
52c24f16,Wuling Air EV,LFP,26.0,96.0,963.0,39.37,0.992,2.49,Aggressive,0.093,64.67,Unhealthy
3989b548,BYD Atto 3,LFP,60.0,71.0,1076.0,43.46,0.864,2.18,Aggressive,0.074,60.04,Unhealthy
9d03d7ed,BYD Atto 3,LFP,60.0,6.0,61.0,9.7,0.29,1.05,Conservative,0.016,83.41,Healthy
19ba360e,Ford Mustang Mach-E,NMC,88.0,103.0,980.0,42.41,0.813,2.75,Aggressive,0.11,37.18,Unhealthy
3db0d98b,Tesla Model 3,NMC,75.0,60.0,832.0,39.8,0.41,1.46,Conservative,0.018,,Healthy
8e418de8,Tesla Model 3,NMC,75.0,36.0,506.0,33.2,0.13,2.01,Moderate,0.026,80.56,Healthy
e2c4c506,Wuling Air EV,LFP,26.0,52.0,532.0,31.8,0.02,2.19,Conservative,0.017,82.14,Healthy
046d397a,Hyundai Ioniq 5,NMC,72.6,69.0,1441.0,35.18,0.84,2.49,Moderate,0.08,52.56,Unhealthy
ca282114,Wuling Air EV,LFP,,59.0,363.0,36.9,0.08,0.55,Aggressive,,,Healthy
86667e27,Ford Mustang Mach-E,NMC,88.0,108.0,1410.0,39.74,0.703,3.48,Aggressive,0.065,59.84,Unhealthy
f19b734d,Wuling Air EV,LFP,26.0,53.0,412.0,34.9,0.87,2.2,Moderate,0.027,87.99,healthy
c5e5ee6d,Wuling Air EV,LFP,26.0,54.0,615.0,27.6,0.75,1.04,Conservative,0.028,82.17,Healthy
608d63a9,Tesla Model 3,NMC,75.0,85.0,1329.0,43.03,0.867,2.19,Aggressive,0.059,67.9,Unhealthy
c7f757fb,Wuling Air EV,LFP,26.0,60.0,1377.0,45.86,0.793,,Moderate,0.095,59.07,Unhealthy
